Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Total Strokes,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Indoor Rowing,2023-12-08 14:19:25,false,"Indoor Rowing","--","157","00:13:55","132","169","1.8","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","152","--","--","No","00:13:55","1","--","00:00:00","00:13:55","--","--"
Running,2023-12-06 11:04:31,false,"Chicago Running","4.05","516","00:31:24","175","185","3.8","157","165","7:45","4:18","52","43","1.32","7.9","10.4","279","7:46","409","0.0","404","711","--","4,936","--","No","00:00:22.0","5","--","00:31:16","00:31:24","584","609"
Running,2023-12-02 09:41:46,false,"Chicago Running","13.33","1,685","01:49:46","167","178","4.9","159","166","8:14","6:17","128","118","1.23","8.2","10.1","283","8:14","379","0.0","377","548","--","17,450","--","No","00:02:38.7","14","--","01:49:33","01:49:46","571","604"
Running,2023-11-30 07:55:50,false,"Chicago Running","3.95","503","00:30:53","172","184","3.8","160","167","7:49","6:13","56","43","1.29","7.9","10.2","274","7:46","409","0.0","404","529","--","4,938","--","No","00:07:41.6","4","--","00:30:46","00:30:53","581","603"
Running,2023-11-25 08:17:33,false,"New York Running","6.84","866","01:03:03","152","175","3.3","161","173","9:13","7:33","322","312","1.08","8.6","9.3","287","9:10","345","0.0","339","461","--","10,148","--","No","00:06:44.7","7","--","01:03:00","01:03:03","33","138"
Running,2023-11-24 08:10:35,false,"New York Running","6.83","870","01:03:14","152","174","3.3","159","168","9:16","7:19","315","318","1.09","8.7","9.5","292","9:13","345","0.0","338","452","--","10,046","--","No","00:06:43.3","7","--","01:03:12","01:03:14","37","136"
Running,2023-11-22 10:12:23,false,"New York Running","6.87","938","01:03:31","170","186","3.8","158","166","9:15","6:56","331","322","1.10","8.7","9.5","293","9:12","345","0.0","339","454","--","10,038","--","No","00:07:08.5","7","--","01:03:30","01:03:31","39","146"
Running,2023-11-21 08:14:01,false,"New York Running","6.73","882","01:04:48","154","179","3.3","158","173","9:37","6:40","318","308","1.06","8.8","9.3","296","9:33","338","0.0","332","527","--","10,232","--","No","00:06:26.3","7","--","01:04:45","01:04:48","43","154"
Running,2023-11-20 09:06:11,false,"New York Running","6.16","782","00:49:18","168","180","4.2","161","167","8:00","6:03","302","295","1.25","8.0","10.0","278","7:57","398","0.0","391","522","--","7,904","--","No","00:01:15.0","7","--","00:49:15","00:49:18","33","139"
Running,2023-11-16 08:02:06,false,"Chicago Running","4.01","507","00:30:51","172","183","3.8","159","165","7:42","6:32","56","39","1.32","7.9","10.4","277","7:43","413","0.0","408","531","--","4,896","--","No","00:00:03.7","5","--","00:30:44","00:30:51","588","613"
Running,2023-11-14 08:15:57,false,"Chicago Running","3.94","499","00:30:44","171","186","3.8","157","169","7:48","6:22","56","39","1.31","7.9","10.4","280","7:48","404","0.0","399","559","--","4,820","--","No","00:07:17.5","4","--","00:30:37","00:30:44","581","604"
Running,2023-11-11 10:32:30,false,"Chicago Running","13.27","1,735","01:51:04","172","181","5.0","156","165","8:22","6:46","138","125","1.23","8.3","10.2","288","8:22","372","0.0","369","510","--","17,256","--","No","00:02:12.4","14","--","01:50:39","01:51:04","576","608"
Running,2023-11-09 07:50:54,false,"Chicago Running","4.06","505","00:31:31","169","180","3.7","156","163","7:46","2:46","43","43","1.31","8.0","10.4","281","7:52","408","0.0","402","1,106","--","4,922","--","No","00:00:26.8","5","--","00:31:18","00:31:31","579","602"
Running,2023-11-07 08:08:01,false,"Chicago Running","4.16","535","00:33:14","171","181","3.8","157","163","7:59","6:42","69","66","1.28","8.0","10.3","282","7:58","390","0.0","385","499","--","5,222","--","No","00:01:15.8","5","--","00:33:00","00:33:14","577","608"
Running,2023-11-05 09:37:48,false,"Chicago Running","9.90","1,314","01:21:08","178","184","5.0","156","163","8:12","6:41","115","108","1.26","8.2","10.3","287","8:11","382","0.0","379","495","--","12,640","--","No","00:07:30.3","10","--","01:20:52","01:21:08","575","603"
Running,2023-11-02 08:14:41,false,"Chicago Running","4.00","515","00:31:26","174","184","3.9","157","167","7:52","5:58","49","39","1.30","8.0","10.4","282","7:54","394","0.0","390","567","--","4,930","--","No","00:07:31.3","4","--","00:31:15","00:31:26","584","606"
Running,2023-10-23 08:43:34,false,"Chicago Running","7.81","1,034","01:03:38","172","187","4.8","156","163","8:09","6:21","85","72","1.27","8.1","10.3","285","8:10","385","0.0","380","540","--","9,914","--","No","00:06:30.0","8","--","01:02:51","01:03:38","571","604"
Running,2023-10-21 09:28:49,false,"Running","3.95","523","00:31:05","170","185","4.0","157","163","7:53","7:30","56","36","1.30","8.0","10.4","283","--","396","0.0","393","532","--","4,868","--","No","00:07:24.8","4","--","00:31:04","00:31:05","543","577"
Running,2023-10-17 07:53:08,false,"Running","3.86","528","00:30:52","173","185","4.2","158","167","8:00","7:23","46","49","1.28","8.0","10.2","279","--","384","0.0","379","514","--","4,882","--","No","00:06:43.1","4","--","00:30:34","00:30:52","536","562"
Running,2023-10-16 08:58:46,false,"Running","5.77","796","00:46:16","175","182","5.0","157","165","8:01","7:20","66","66","1.31","8.0","10.4","281","--","394","0.0","384","517","--","7,254","--","No","00:05:58.1","6","--","00:44:55","00:46:16","532","557"
Running,2023-10-12 08:01:28,false,"Chicago Running","3.97","526","00:31:42","173","184","3.9","154","170","7:59","7:01","43","49","1.31","8.0","10.4","282","7:54","395","0.0","388","527","--","4,900","--","No","00:07:38.7","4","--","00:31:20","00:31:42","577","605"
Running,2023-10-09 08:55:15,false,"Chicago Running","3.99","517","00:32:16","169","181","3.6","157","165","8:05","6:28","49","39","1.26","8.1","10.3","284","8:07","384","0.0","380","502","--","5,062","--","No","00:07:55.3","4","--","00:32:00","00:32:16","579","606"
Running,2023-09-30 09:48:29,false,"Chicago Running","7.88","1,023","01:04:42","172","183","4.2","157","165","8:13","6:14","66","59","1.25","8.2","10.2","286","8:13","376","0.0","374","509","--","10,146","--","No","00:07:09.7","8","--","01:04:40","01:04:42","575","601"
Running,2023-09-28 07:41:36,false,"Chicago Running","3.93","503","00:31:36","165","180","3.5","157","169","8:03","6:55","49","39","1.28","8.0","10.2","280","8:02","390","0.0","382","503","--","5,004","--","No","00:07:11.4","4","--","00:31:08","00:31:36","577","604"
Running,2023-09-24 09:49:16,false,"Berlin Running","26.53","3,381","04:03:10","165","175","5.0","158","173","9:10","7:09","262","230","1.11","8.6","9.6","294","9:10","337","0.0","335","471","--","38,258","--","No","00:05:17.7","27","--","04:03:06","04:03:10","89","170"
Running,2023-09-22 09:33:59,false,"Berlin Running","4.38","541","00:36:59","151","165","3.1","157","163","8:27","4:15","3","23","1.21","8.3","10.1","288","8:27","364","0.0","363","554","--","5,810","--","No","00:03:11.5","5","--","00:36:59","00:36:59","96","121"
Running,2023-09-20 08:13:21,false,"New York Running","1.83","220","00:13:52","159","174","2.6","162","169","7:34","6:30","69","59","1.30","7.7","10.1","268","7:33","415","0.0","407","498","--","2,256","--","No","00:06:16.0","2","--","00:13:51","00:13:52","77","105"
Running,2023-09-19 07:11:20,false,"New York Running","12.40","1,537","01:49:28","153","169","3.9","156","167","8:50","5:52","190","184","1.17","8.5","9.9","293","8:51","357","0.0","353","624","--","17,006","--","No","00:03:56.0","13","--","01:49:02","01:49:28","1","82"
Indoor Rowing,2023-09-18 08:26:37,false,"Indoor Rowing","--","177","00:17:50","121","169","1.6","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","239","--","--","No","00:17:50","1","--","00:00:00","00:17:50","--","--"
Running,2023-09-16 09:50:13,false,"Naples Running","3.40","425","00:27:55","160","178","3.1","158","163","8:12","6:29","26","13","1.24","8.2","10.2","285","8:11","376","0.0","373","513","--","4,394","--","No","00:03:13.3","4","--","00:27:54","00:27:55","2","16"
Running,2023-09-15 09:01:14,false,"Naples Running","4.01","516","00:32:47","167","187","3.4","158","165","8:11","7:17","10","13","1.24","8.2","10.2","284","8:12","374","0.0","373","443","--","5,172","--","No","00:00:04.7","5","--","00:32:45","00:32:47","6","15"
Running,2023-09-13 08:08:36,false,"New York Running","6.18","789","00:51:16","162","178","3.7","160","170","8:18","7:25","302","292","1.21","8.2","10.0","283","8:15","384","0.0","377","493","--","8,174","--","No","00:01:24.5","7","--","00:51:14","00:51:16","33","141"
Running,2023-09-11 07:19:03,false,"New York Running","10.25","1,355","01:31:15","167","181","4.1","158","163","8:54","5:10","56","187","1.15","8.5","9.8","292","8:57","345","0.0","343","601","--","14,334","--","No","00:02:17.9","11","--","01:31:07","01:31:15","6","146"
Running,2023-09-10 09:52:39,false,"Stratton Running","3.25","424","00:28:23","156","176","3.1","158","165","8:44","7:47","397","367","1.17","8.4","9.9","290","8:32","390","0.0","371","529","--","4,464","--","No","00:02:15.1","4","--","00:28:11","00:28:23","2,047","2,150"
Running,2023-09-09 10:17:40,false,"Stratton Running","4.73","636","00:42:17","160","181","3.5","157","165","8:56","7:47","538","535","1.16","8.5","9.8","293","8:38","385","0.0","362","546","--","6,606","--","No","00:06:46.7","5","--","00:41:41","00:42:17","1,983","2,149"
Running,2023-09-07 09:07:05,false,"Chicago Running","17.17","2,208","02:34:48","163","176","4.7","156","167","9:01","5:01","246","240","1.15","8.5","9.8","293","8:57","347","0.0","341","630","--","24,102","--","No","00:01:30.3","18","--","02:33:53","02:34:48","579","634"
Running,2023-09-04 08:24:55,false,"Islip Running","7.53","1,008","01:11:17","158","171","3.5","155","163","9:28","8:59","52","30","1.09","8.8","9.6","299","9:29","323","0.0","322","410","--","11,026","--","No","00:05:01.6","8","--","01:11:13","01:11:17","-1","22"
Running,2023-09-03 08:43:55,false,"Islip Running","7.22","964","01:10:09","157","172","3.3","155","163","9:43","7:25","46","30","1.07","8.9","9.5","302","9:42","316","0.0","315","455","--","10,796","--","No","00:02:01.7","8","--","01:10:04","01:10:09","--","24"
Running,2023-09-02 07:54:23,false,"Islip Running","9.53","1,257","01:28:46","160","179","3.8","155","163","9:19","8:14","33","26","1.11","8.8","9.7","300","9:20","330","0.0","328","420","--","13,646","--","No","00:04:30.4","10","--","01:28:43","01:28:46","2","24"
Running,2023-08-31 07:53:08,false,"Providence Running","7.42","940","01:11:24","143","160","3.2","153","165","9:38","6:25","400","308","1.09","8.9","9.7","303","9:32","338","0.0","331","578","--","10,882","--","No","00:04:06.6","8","--","01:10:58","01:11:24","8","96"
Running,2023-08-30 06:28:15,false,"Providence Running","6.98","894","01:07:12","146","159","3.2","152","158","9:37","7:26","217","223","1.10","8.9","9.8","307","9:36","329","0.0","325","428","--","10,174","--","No","00:09:27.7","7","--","01:07:10","01:07:12","15","103"
Running,2023-08-28 09:49:44,false,"New York Running","6.18","773","00:50:18","159","178","3.8","157","165","8:08","6:58","292","292","1.26","8.2","10.2","285","8:07","400","0.0","391","523","--","7,888","--","No","00:01:19.6","7","--","00:50:04","00:50:18","35","140"
Running,2023-08-27 08:50:46,false,"Saltaire Running","7.24","955","01:10:21","151","165","3.3","151","161","9:43","7:42","30","20","1.09","8.9","9.8","310","9:44","317","0.0","316","408","--","10,606","--","No","00:02:21.7","8","--","01:10:19","01:10:21","2","20"
Running,2023-08-26 08:48:25,false,"Islip Running","9.56","1,222","01:29:40","147","167","3.6","150","159","9:23","7:34","43","36","1.14","8.8","10.0","310","9:23","331","0.0","327","415","--","13,460","--","No","00:04:52.3","10","--","01:29:28","01:29:40","3","22"
Running,2023-08-25 09:44:50,false,"New York Running","6.21","798","00:49:02","171","183","4.3","158","176","7:54","6:36","282","282","1.28","8.0","10.3","281","7:52","413","0.0","406","529","--","7,754","--","No","00:01:34.8","7","--","00:48:58","00:49:02","36","138"
Running,2023-08-23 07:47:53,false,"Naples Running","3.47","427","00:26:45","164","183","3.4","158","165","7:42","6:51","3","3","1.31","7.9","10.4","278","7:43","398","0.0","396","455","--","4,232","--","No","00:03:33.8","4","--","00:26:44","00:26:45","6","12"
Running,2023-08-21 09:00:21,false,"Naples Running","4.67","613","00:36:36","175","194","4.3","157","167","7:50","6:36","43","43","1.30","8.0","10.4","281","7:51","402","0.0","398","554","--","5,750","--","No","00:05:24.9","5","--","00:36:33","00:36:36","3","18"
Running,2023-08-20 08:50:11,false,"Naples Running","4.35","553","00:34:12","169","190","3.9","158","165","7:52","6:51","13","7","1.29","8.0","10.4","281","7:52","391","0.0","389","489","--","5,390","--","No","00:02:44.1","5","--","00:34:10","00:34:12","7","23"
Running,2023-08-18 07:15:13,false,"Chicago Running","3.80","502","00:31:56","160","178","3.5","158","181","8:25","3:50","138","148","1.27","8.1","10.2","281","7:56","407","0.0","397","814","--","5,044","--","No","00:07:50.3","4","--","00:31:53","00:31:56","577","657"
Running,2023-08-11 07:10:01,false,"Chicago Running","3.67","510","00:31:49","166","183","3.5","158","169","8:40","3:46","108","125","1.26","8.1","10.1","281","8:03","407","0.0","387","797","--","5,042","--","No","00:07:45.4","4","--","00:31:44","00:31:49","578","640"
Running,2023-08-08 17:53:41,false,"Chicago Running","6.06","806","00:48:19","175","188","4.5","158","174","7:58","4:13","118","154","1.32","7.9","10.4","277","7:42","415","0.0","403","767","--","7,634","--","No","00:00:32.5","7","--","00:48:13","00:48:36","581","654"
Running,2023-08-03 07:39:06,false,"Chicago Running","3.73","481","00:30:59","158","183","3.4","157","174","8:18","6:25","102","112","1.28","8.0","10.2","279","8:08","388","0.0","379","523","--","4,888","--","No","00:07:27.8","4","--","00:30:33","00:30:59","582","633"
Running,2023-08-02 08:36:24,false,"Chicago Running","4.88","648","00:39:55","167","186","3.9","158","167","8:11","4:03","82","89","1.27","8.0","10.2","280","7:58","389","0.0","382","771","--","6,292","--","No","00:07:46.0","5","--","00:39:37","00:39:55","581","639"
Running,2023-07-28 12:59:06,false,"Chicago Running","3.76","507","00:30:11","172","188","3.8","155","166","8:02","2:59","131","131","1.34","7.9","10.4","279","7:34","441","0.0","403","1,093","--","4,720","--","No","00:06:41.0","4","--","00:29:37","00:30:11","583","647"
Running,2023-07-27 06:58:44,false,"Chicago Running","3.97","518","00:32:26","165","185","3.6","157","163","8:11","5:06","108","154","1.28","8.1","10.2","282","8:22","394","0.0","363","637","--","5,102","--","No","00:07:46.5","4","--","00:30:39","00:32:26","575","669"
Running,2023-07-26 08:47:42,false,"Chicago Running","4.09","551","00:34:44","165","183","3.6","150","167","8:30","3:03","141","161","1.27","8.1","10.2","283","8:13","384","0.0","362","596","--","5,284","--","No","00:01:17.1","5","--","00:33:44","00:34:44","579","690"
Running,2023-07-22 09:58:06,false,"Chicago Running","5.47","732","00:44:57","171","187","4.1","154","163","8:14","4:38","112","105","1.29","8.1","10.4","285","8:00","396","0.0","385","638","--","6,920","--","No","00:04:36.1","6","--","00:44:49","00:44:57","581","655"
Running,2023-07-19 06:43:34,false,"Chicago Running","5.50","695","00:44:47","159","177","3.7","155","170","8:09","0:44","105","151","1.27","8.1","10.3","283","8:00","390","0.0","375","861","--","6,920","--","No","00:00:01.1","10","--","00:44:05","00:45:17","577","665"
Running,2023-07-17 08:15:57,false,"New York Running","6.15","818","00:49:11","175","190","4.4","158","167","8:00","3:15","276","269","1.28","8.1","10.3","282","7:55","400","0.0","393","511","--","7,742","--","No","00:01:13.4","7","--","00:49:10","00:49:11","40","138"
Running,2023-07-16 11:23:41,false,"Islip Running","7.25","994","01:10:02","161","181","3.5","149","163","9:40","6:52","39","30","1.12","8.9","10.0","316","9:40","318","0.0","316","462","--","10,426","--","No","00:02:22.8","8","--","01:09:59","01:10:02","6","28"
Running,2023-07-15 07:45:21,false,"Islip Running","6.87","929","01:05:23","159","184","3.7","148","228","9:31","7:18","36","20","1.14","8.8","10.0","315","9:31","323","0.0","322","453","--","9,678","--","No","00:08:02.7","7","--","01:05:21","01:13:25","1","18"
Running,2023-07-07 21:06:07,false,"Fairbanks North Star County Running","1.82","214","00:14:24","145","158","2.2","152","176","7:55","6:34","--","--","1.32","7.8","10.3","277","7:51","399","0.0","388","497","--","2,206","--","No","00:06:30.8","2","--","00:14:17","00:25:25","439","447"
Running,2023-07-06 07:30:42,false,"Chicago Running","3.24","384","00:24:34","155","173","3.1","159","173","7:35","5:49","125","190","1.33","7.8","10.3","273","7:38","432","0.0","418","674","--","3,928","--","No","00:01:53.4","4","--","00:24:33","00:24:34","598","697"
Running,2023-07-04 07:33:42,false,"Melbourne Running","4.27","543","00:33:05","167","181","3.7","157","169","7:45","4:10","89","102","1.32","7.9","10.4","277","7:42","408","0.0","400","698","--","5,210","--","No","00:02:18.0","5","--","00:32:44","00:33:05","45","87"
Running,2023-07-01 10:02:53,false,"Chicago Running","8.01","1,051","01:04:43","173","187","4.5","157","167","8:05","5:32","141","174","1.27","8.1","10.3","284","8:04","392","0.0","384","669","--","10,150","--","No","00:00:02.0","9","--","01:04:37","01:04:43","579","665"
Running,2023-06-30 07:18:39,false,"Chicago Running","3.95","499","00:30:32","167","184","3.6","159","169","7:44","5:17","131","131","1.32","7.9","10.3","276","7:39","415","0.0","407","661","--","4,854","--","No","00:07:30.3","4","--","00:30:26","00:30:32","583","646"
Running,2023-06-28 07:25:20,false,"Chicago Running","3.94","489","00:30:56","161","175","3.4","159","171","7:52","4:55","125","144","1.28","8.0","10.2","278","7:50","407","0.0","399","734","--","4,940","--","No","00:07:26.8","4","--","00:30:53","00:30:56","587","654"
Running,2023-06-26 08:19:43,false,"Naples Running","2.46","293","00:17:52","165","184","3.1","162","171","7:16","6:32","33","13","1.36","7.6","10.3","265","7:18","422","0.0","420","515","--","2,902","--","No","00:03:17.4","3","--","00:17:51","00:17:52","3","19"
Running,2023-06-24 09:42:53,false,"Naples Running","3.79","498","00:29:20","177","194","4.3","159","167","7:44","7:02","7","--","1.30","7.9","10.3","277","7:45","400","0.0","398","467","--","4,658","--","No","00:06:22.8","4","--","00:29:18","00:29:20","6","17"
Running,2023-06-23 07:45:59,false,"Chicago Running","3.95","483","00:29:50","163","180","3.6","160","167","7:34","3:39","121","141","1.32","7.8","10.3","274","7:36","417","0.0","409","737","--","4,774","--","No","00:07:09.3","4","--","00:29:40","00:30:00","581","656"
Running,2023-06-20 07:17:32,false,"Chicago Running","4.01","505","00:30:42","168","185","3.6","159","167","7:40","4:31","141","141","1.34","7.8","10.5","276","7:33","442","0.0","419","875","--","4,858","--","No","00:00:02.4","5","--","00:30:38","00:30:42","577","644"
Running,2023-06-18 08:16:57,false,"Islip Running","7.14","921","01:05:33","152","165","3.3","154","163","9:11","7:32","30","23","1.14","8.7","9.9","301","9:11","335","0.0","333","430","--","10,026","--","No","00:01:14.8","8","--","01:05:21","01:05:33","-1","23"
Running,2023-06-17 08:47:50,false,"Saltaire Running","7.24","937","01:05:58","153","187","3.6","154","183","9:07","6:01","20","20","1.14","8.7","9.9","300","9:08","339","0.0","335","520","--","10,092","--","No","00:01:40.2","8","--","01:05:54","01:05:58","3","22"
Running,2023-06-16 08:09:12,false,"New York Running","6.20","792","00:46:16","177","190","4.7","163","171","7:28","6:36","292","285","1.32","7.7","10.2","268","7:26","440","0.0","432","585","--","7,514","--","No","00:01:25.0","7","--","00:46:12","00:46:16","34","136"
Running,2023-06-14 18:49:58,false,"Chicago Running","4.02","498","00:30:12","169","182","3.7","158","165","7:30","6:12","131","135","1.35","7.8","10.5","275","7:27","423","0.0","414","578","--","4,784","--","No","00:00:09.6","5","--","00:29:53","00:31:13","585","652"
Running,2023-06-12 07:10:15,false,"Chicago Running","4.00","499","00:30:54","163","185","3.6","158","169","7:44","4:56","161","184","1.33","7.8","10.4","276","7:34","413","0.0","404","629","--","4,904","--","No","00:07:29.3","4","--","00:30:49","00:30:54","578","660"
Running,2023-06-10 10:02:21,false,"Chicago Running","8.05","1,055","01:03:38","175","188","4.9","156","165","7:54","6:35","118","131","1.30","8.0","10.4","281","7:51","397","0.0","392","594","--","9,982","--","No","00:00:32.6","9","--","01:03:22","01:03:38","581","652"
Running,2023-06-06 07:14:46,false,"Chicago Running","4.00","508","00:31:54","163","178","3.4","157","170","7:58","4:09","154","157","1.29","8.1","10.3","283","7:55","400","0.0","391","731","--","5,016","--","No","00:00:01.6","5","--","00:31:34","00:32:15","582","656"
Running,2023-06-05 07:12:44,false,"Chicago Running","4.08","510","00:32:24","160","178","3.4","157","172","7:56","6:37","115","105","1.29","8.0","10.4","282","7:50","398","0.0","393","554","--","5,100","--","No","00:00:39.9","5","--","00:32:19","00:32:24","581","661"
Running,2023-06-03 10:05:36,false,"Chicago Running","12.24","1,604","01:42:07","171","185","4.8","156","165","8:20","5:43","157","171","1.23","8.3","10.2","288","8:21","378","0.0","373","606","--","15,906","--","No","00:02:06.1","13","--","01:41:53","01:47:32","576","663"
Running,2023-06-01 07:06:50,false,"Chicago Running","4.07","524","00:32:48","164","181","3.5","155","165","8:03","4:12","89","197","1.29","8.0","10.3","282","8:05","402","0.0","385","677","--","5,118","--","No","00:00:45.3","5","--","00:32:09","00:32:48","589","713"
Running,2023-05-26 14:55:06,false,"Chicago Running","3.96","505","00:31:12","164","179","3.4","158","167","7:53","6:57","157","148","1.29","--","--","--","7:41","400","0.0","390","547","--","4,948","--","No","00:07:30.7","4","--","00:30:41","00:31:12","560","627"
Running,2023-05-25 10:13:11,false,"Chicago Running","3.95","498","00:30:10","168","178","3.5","159","167","7:39","5:14","59","66","1.33","--","--","--","7:33","409","0.0","403","606","--","4,806","--","No","00:07:15.9","4","--","00:30:02","00:30:10","528","557"
Running,2023-05-22 09:34:41,false,"Chicago Running","3.87","479","00:29:26","163","175","3.4","161","218","7:36","6:12","52","59","1.32","--","--","--","7:26","414","0.0","406","576","--","4,718","--","No","00:06:30.1","4","--","00:29:20","00:29:26","529","557"
Running,2023-05-20 12:04:48,false,"Chicago Running","13.23","1,688","01:49:03","167","176","4.6","158","165","8:14","5:36","164","161","1.23","--","--","--","8:14","377","0.0","374","581","--","17,220","--","No","00:01:52.7","14","--","01:48:44","01:49:03","572","638"
Running,2023-05-18 09:10:14,false,"Chicago Running","5.66","714","00:44:32","164","173","3.7","159","167","7:53","2:40","75","79","1.29","--","--","--","7:50","404","0.0","402","1,206","--","7,046","--","No","00:05:04.6","6","--","00:44:28","00:44:32","562","591"
Running,2023-05-16 09:07:07,false,"Chicago Running","3.96","498","00:30:28","167","180","3.4","157","163","7:42","5:56","49","52","1.33","--","--","--","7:44","408","0.0","402","548","--","4,824","--","No","00:07:20.1","4","--","00:30:11","00:30:28","570","596"
Running,2023-05-13 10:01:09,false,"Chicago Running","26.21","3,295","03:51:20","164","179","5.0","156","163","8:50","6:57","387","387","1.17","--","--","--","8:50","358","0.0","353","520","--","35,820","--","No","00:01:51.3","27","--","03:51:02","03:51:20","564","621"
Running,2023-05-11 09:09:00,false,"Chicago Running","5.71","724","00:43:36","171","182","3.9","159","173","7:39","6:43","69","72","1.32","--","--","--","7:39","406","0.0","403","559","--","6,938","--","No","00:05:19.7","6","--","00:43:35","00:43:36","570","594"
Running,2023-05-10 09:06:03,false,"Chicago Running","3.98","492","00:30:12","166","182","3.4","158","165","7:35","6:32","62","56","1.34","--","--","--","7:35","411","0.0","407","548","--","4,780","--","No","00:07:19.6","4","--","00:29:56","00:30:12","575","602"
Running,2023-05-08 09:00:53,false,"Chicago Running","5.76","725","00:44:23","166","176","3.8","158","171","7:43","6:31","75","72","1.32","--","--","--","7:45","406","0.0","402","528","--","7,028","--","No","00:05:50.9","6","--","00:44:11","00:44:32","565","644"
Running,2023-05-06 10:13:30,false,"Chicago Running","13.26","1,649","01:41:45","168","181","4.9","160","167","7:40","6:02","135","128","1.31","--","--","--","7:41","404","0.0","401","554","--","16,228","--","No","00:01:52.8","14","--","01:41:29","01:41:45","572","600"
Running,2023-05-04 09:12:36,false,"Chicago Running","5.71","726","00:43:59","170","181","3.9","158","169","7:42","5:51","79","82","1.32","--","--","--","7:44","407","0.0","402","572","--","6,962","--","No","00:05:25.2","6","--","00:43:38","00:43:59","566","592"
Running,2023-05-02 09:11:30,false,"Chicago Running","5.70","727","00:44:15","169","179","3.8","160","169","7:46","6:06","131","125","1.29","--","--","--","7:47","415","0.0","409","580","--","7,088","--","No","00:05:21.4","6","--","00:43:57","00:44:15","578","602"
Running,2023-04-29 10:06:43,false,"Chicago Running","18.50","2,301","02:34:42","163","175","5.0","158","168","8:22","6:35","180","177","1.22","--","--","--","8:22","371","0.0","369","528","--","24,362","--","No","00:04:20.6","19","--","02:34:31","02:34:42","556","600"
Running,2023-04-26 09:02:55,false,"Chicago Running","4.92","618","00:38:06","164","177","3.6","159","169","7:45","6:52","82","72","1.30","--","--","--","7:46","407","0.0","403","520","--","6,078","--","No","00:07:03.2","5","--","00:37:50","00:38:06","574","603"
Running,2023-04-24 09:00:45,false,"Chicago Running","5.65","726","00:44:48","167","180","3.8","160","177","7:56","6:22","79","82","1.27","--","--","--","7:58","398","0.0","391","547","--","7,134","--","No","00:05:07.1","6","--","00:44:13","00:44:48","581","604"
Running,2023-04-22 09:43:34,false,"Chicago Running","18.50","2,284","02:35:18","159","180","4.9","157","166","8:24","5:34","240","246","1.22","--","--","--","8:24","370","0.0","367","572","--","24,362","--","No","00:04:07.7","19","--","02:35:00","02:35:18","557","600"
Running,2023-04-21 09:10:56,false,"Chicago Running","3.97","496","00:30:23","165","181","3.4","160","170","7:40","5:50","52","46","1.32","--","--","--","7:36","407","0.0","403","567","--","4,864","--","No","00:07:20.3","4","--","00:30:18","00:30:23","577","606"
Running,2023-04-19 09:02:59,false,"Chicago Running","4.98","607","00:37:51","161","177","3.5","160","167","7:36","5:48","75","72","1.32","--","--","--","7:42","405","0.0","400","541","--","6,076","--","No","00:07:08.6","5","--","00:37:42","00:37:51","579","609"
Running,2023-04-18 09:05:36,false,"Chicago Running","5.60","705","00:43:04","167","181","3.8","160","167","7:42","6:14","69","66","1.30","--","--","--","7:43","403","0.0","399","541","--","6,888","--","No","00:04:31.1","6","--","00:42:50","00:43:04","566","595"
Running,2023-04-16 09:37:05,false,"Chicago Running","13.35","1,637","01:47:27","160","172","4.4","158","165","8:03","6:34","243","269","1.27","--","--","--","8:04","385","0.0","383","529","--","16,912","--","No","00:02:41.4","14","--","01:47:20","01:47:27","533","589"
Running,2023-04-15 08:49:35,false,"Chicago Running","4.55","555","00:36:16","153","169","3.3","158","165","7:58","5:57","59","66","1.28","--","--","--","7:56","390","0.0","388","575","--","5,734","--","No","00:04:18.7","5","--","00:36:08","00:42:36","577","603"
Running,2023-04-13 09:10:12,false,"Chicago Running","4.66","586","00:36:17","166","175","3.5","159","169","7:47","5:29","75","75","1.30","--","--","--","7:45","401","0.0","398","587","--","5,740","--","No","00:05:08.3","5","--","00:36:10","00:36:17","578","604"
Running,2023-04-11 09:11:31,false,"Chicago Running","5.89","745","00:45:19","168","181","3.9","159","166","7:42","5:52","89","82","1.31","--","--","--","7:40","406","0.0","402","558","--","7,220","--","No","00:06:40.8","6","--","00:45:14","00:45:19","579","608"
Running,2023-04-10 08:52:53,false,"Chicago Running","3.93","491","00:30:07","165","180","3.4","156","167","7:40","6:31","10","220","1.34","--","--","--","7:42","411","0.0","405","525","--","4,714","--","No","00:06:59.4","4","--","00:29:51","00:30:07","574","786"
Resort Skiing/Snowboarding,2023-04-09 13:26:06,false,"Stratton Resort Skiing/Snowboarding","0.72","28","00:03:26.8","110","135","0.1","--","--","12.6","46.9","--","745","--","--","--","--","3:20","--","0.0","--","--","--","--","--","No","00:03:26.8","1","--","00:02:52","00:03:27.8","2,978","3,720"
