Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Total Strokes,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2022-09-14 08:22:43,false,"New York Running","6.22","823","00:48:34","162","180","4.4","163","181","7:49","6:55","279","289","1.26","--","--","--","--","--","0.0","--","--","--","7,914","--","No","00:01:38.5","7","--","00:48:31","00:48:34","19","122"
Running,2022-09-13 08:11:02,false,"New York Running","6.17","883","00:56:20","155","174","4.0","158","173","9:08","7:27","285","282","1.11","--","--","--","--","--","0.0","--","--","--","8,920","--","No","00:01:21.0","7","--","00:56:17","00:56:20","116","217"
Running,2022-09-12 08:15:41,false,"New York Running","6.83","997","01:03:23","159","182","4.2","158","174","9:17","6:42","358","305","1.10","--","--","--","--","--","0.0","--","--","--","10,030","--","No","00:05:56.0","7","--","01:03:15","01:03:23","39","135"
Running,2022-09-11 09:05:16,false,"Wellesley Running","7.51","1,128","01:09:25","166","185","4.9","153","170","9:15","7:01","417","417","1.14","--","--","--","--","--","0.0","--","--","--","10,658","--","No","00:04:29.8","8","--","01:09:05","01:09:25","114","274"
Running,2022-09-09 09:14:25,false,"Wellesley Running","3.45","456","00:28:24","155","182","3.5","159","181","8:15","6:19","108","102","1.22","--","--","--","--","--","0.0","--","--","--","4,534","--","No","00:02:54.1","4","--","00:28:21","00:28:24","106","185"
Running,2022-09-08 08:58:01,false,"Wellesley Running","3.40","450","00:27:41","156","184","3.6","159","181","8:08","6:09","112","105","1.24","--","--","--","--","--","0.0","--","--","--","4,402","--","No","00:02:32.9","4","--","--:--:--","00:27:41","111","186"
Running,2022-09-07 09:02:17,false,"Wellesley Running","3.41","452","00:28:06","155","183","3.5","157","184","8:14","6:09","108","108","1.25","--","--","--","--","--","0.0","--","--","--","4,414","--","No","00:02:37.1","4","--","--:--:--","00:28:06","-51","26"
Indoor Rowing,2022-09-06 08:59:30,false,"Indoor Rowing","--","110","00:10:14","126","148","1.1","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","211","--","--","No","00:10:14","1","--","00:00:00","00:10:14","--","--"
Running,2022-09-05 08:05:46,false,"Islip Running","7.39","1,046","01:10:10","151","173","4.2","154","171","9:30","8:04","33","26","1.10","--","--","--","--","--","0.0","--","--","--","10,758","--","No","00:03:33.6","8","--","--:--:--","01:10:10","1","17"
Running,2022-09-04 08:10:03,false,"Islip Running","7.39","1,072","01:10:12","156","178","4.8","152","183","9:30","8:24","36","30","1.11","--","--","--","--","--","0.0","--","--","--","10,690","--","No","00:03:31.9","8","--","--:--:--","01:10:12","-8","16"
Running,2022-09-03 07:52:55,false,"Islip Running","7.24","1,008","01:08:54","149","164","4.1","151","165","9:31","8:16","23","16","1.12","--","--","--","--","--","0.0","--","--","--","10,394","--","No","00:02:11.2","8","--","--:--:--","01:08:54","-4","12"
Running,2022-09-02 07:57:24,false,"New York - Base","6.08","747","00:46:18","170","187","5.0","161","172","7:37","6:39","292","285","1.32","--","--","--","--","--","0.0","--","--","--","7,454","--","No","00:01:35.5","7","--","--:--:--","00:46:18","-184","-77"
Indoor Rowing,2022-09-01 06:55:57,false,"Indoor Rowing","--","88","00:09:12.2","122","139","1.1","--","--","--","--","--","--","--","--","--","--","--","--","0.0","--","--","188","--","80.6","No","00:09:12.2","1","86.0","00:00:00","00:09:12.2","--","--"
Running,2022-08-30 07:28:47,false,"Islip Running","7.41","947","01:08:45","155","174","4.1","152","160","9:17","8:23","36","30","1.14","--","--","--","--","--","0.0","--","--","--","10,442","84.2","No","00:03:39.2","8","89.6","--:--:--","01:08:45","6","24"
Running,2022-08-29 07:55:36,false,"Islip Running","7.47","969","01:08:04","161","185","4.5","153","168","9:07","7:33","20","23","1.16","--","--","--","--","--","0.0","--","--","--","10,366","86.0","No","00:04:05.3","8","91.4","--:--:--","01:08:04","-1","19"
Running,2022-08-28 07:43:58,false,"Islip Running","7.24","883","01:09:57","143","164","3.4","151","160","9:40","8:19","30","36","1.10","--","--","--","--","--","0.0","--","--","--","10,550","80.6","No","00:02:02.6","8","86.0","--:--:--","01:09:57","154","180"
Running,2022-08-27 06:44:39,false,"New York Running","6.23","772","00:50:05","167","188","4.8","156","172","8:02","6:46","269","295","1.28","--","--","--","--","--","0.0","--","--","--","7,784","84.2","No","00:01:47.6","7","86.0","--:--:--","00:50:05","12","103"
Hiking,2022-08-23 00:28:29,false,"Rombo Hiking","3.03","2,210","06:56:40","108","135","2.2","2","159","--","22:17","3,268","39","3.00","--","--","--","--","--","0.0","--","--","--","1,894","59.0","No","00:00:03.4","4","80.6","00:56:14","06:56:42","15,985","19,251"
Running,2022-08-13 07:06:50,false,"New York Running","5.34","788","00:48:11","164","178","4.6","162","169","9:02","6:29","272","282","1.10","--","--","--","--","--","0.0","--","--","--","7,766","78.8","No","00:02:35.3","6","86.0","00:48:10","00:48:11","58","152"
